,Neo-Babylonian,Hellenistic,Neo-Assyrian,Old Babylonian,unspecified,Middle Assyrian,Seleucid,Middle Babylonian
"Sumerian, Akkadian",409.0,309.0,1846.0,43.0,38.0,21.0,,
unspecified,2.0,,,,,,,3.0
Sumerian/Akkadian Bilingual,,,13.0,,,,15.0,
