,ED IIIa,Old Akkadian,Ur III,ED IIIb,Old Babylonian,Seleucid,Middle Babylonian,Old Assyrian,Neo-Assyrian,Achaemenid,Neo-Babylonian
unspecified,138,499,785,268,7221,598,7,119,49,663,78
