,Neo-Assyrian,Middle Assyrian,Old Babylonian,Neo-Babylonian,Middle Babylonian,Hellenistic,Late Babylonian,ED IIIb,Early Dynastic,First Millennium
unspecified,77315,7082,10673,8877,3363,758,1218,42,132,1419
